Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Scottie Ebube,UWYOM,0.616,0.676,103.5,15.2,18.2,16.6,6.3,25.7,1.7,3.9,26.8,-11.9,1.5,97.1,105.4,-8.3,60.6,17.5,23,10.7,5,2.2,3.2,0.676,0,0,0,0.6,1.7,0.359,1.3,1.4,2.7,0.3,0.3,0.3,1.4,2.3,0.21,53.1,0.0,30.5,6-10,C,Jr,MWC,24-25,25,BIG,USA,Wyoming,NCAA,11/25/2002,High-Major
Jackson Sivills,WOFF,0.579,0.56,157.7,5.8,16.1,10.8,9.9,10.3,0.9,2.9,21.4,-0.9,1.2,120.7,107.1,13.6,206.1,17.5,33,22,9.4,3.3,7.6,0.436,1.9,5.4,0.346,0.9,1.2,0.795,1,2.8,3.8,1.1,0.3,0.5,0.9,2.2,1.22,15.8,71.1,76.1,6-6,GF,Sr,SoCon,24-25,25,WING,USA,Wofford,NCAA,11/20/2001,Low-Major
Michael Jacobs,SUBR,0.498,0.44,137.8,3.7,10.4,7,24.6,14.8,2.6,0.7,28.2,-0.5,1.2,104.8,98.5,6.4,188.8,17.5,31,22.7,11.3,3.8,9.1,0.42,0.4,1.4,0.262,3.3,4.8,0.696,0.7,1.9,2.6,2.8,1.1,0.1,2,1.5,1.40,52.7,15.4,45.5,6-2,G,Jr,SWC,24-25,25,GUARD,USA,Southern,NCAA,-,Low-Major
Jayden Jackson,NAU,0.569,0.521,163.7,7.4,7.1,7.2,18.8,13.7,1.4,0.6,20,1.6,1.3,119.9,108.7,11.2,295.4,17.5,33,32,12.6,4.5,9.5,0.479,0.8,2.3,0.347,2.7,3.4,0.811,1.9,1.8,3.7,3.4,0.8,0.2,1.8,2.3,1.89,35.8,24.2,55.4,6-4,G,Jr,BSKY,24-25,25,GUARD,USA,Northern Arizona,NCAA,-,Low-Major
Frank Fidler,MCHST,0.514,0.422,144.9,6.7,17.9,12.6,8.7,8.3,1.7,1.6,23,-0.7,1.3,114.5,96.8,17.8,179.9,17.5,37,16.1,7,2.2,5.5,0.39,0.4,1.8,0.197,2.4,2.7,0.861,0.8,2.5,3.3,0.8,0.5,0.2,0.6,1.1,1.33,49.1,32.7,50.3,6-7,F,Sr,B10,24-25,25,FORWARD,USA,Michigan State,NCAA,4/25/2003,Power 5
Andersson Garcia,TAMU,0.607,0.571,157.1,11.3,20.1,15.5,12.1,17.8,2.4,3.6,12,0,1.6,127,98.2,28.7,291.4,17.5,34,24.4,6.1,1.9,3.9,0.489,0.6,1.7,0.386,1.6,2.3,0.696,2.4,3.9,6.2,1.6,1,0.6,1.1,2.3,1.45,59.0,43.6,58.8,6-7,GF,Sr,SEC,24-25,25,WING,ALG,Texas A&M,NCAA,8/23/2000,Power 5
David Craig,TNTCH,0.506,0.476,106,22.6,24.4,23.6,5.4,18.3,0.8,1.3,23.2,-6.3,1.3,102.9,108.4,-5.5,27.5,17.5,13,5.6,2.1,0.8,1.6,0.476,0,0,0,0.5,0.9,0.583,1,1.2,2.2,0.2,0.1,0.1,0.5,0.2,0.40,56.3,0.0,29.2,7-2,C,Jr,OVC,24-25,25,BIG,SAF,Tennessee Tech,NCAA,-,Low-Major
Logan Duncomb,WIN,0.578,0.542,120.8,14.7,22.8,18.9,2.7,19.4,2.2,5.9,18.8,-6.2,1.5,110.1,100.4,9.7,65.8,17.5,24,8.1,3,1.1,2,0.542,0,0,0,0.8,1.3,0.667,1,1.6,2.5,0.1,0.3,0.5,0.6,1.5,0.17,65.0,0.0,33.4,6-10,F,Jr,BSC,24-25,25,FORWARD,USA,Winthrop,NCAA,4/17/2003,Low-Major
Dontrez Styles,NCST,0.547,0.529,151.6,6.8,17.5,11.9,3.8,8,0.8,3.9,22.6,-2.4,1.2,111.5,107.1,4.4,225.8,17.5,31,26.3,11.4,4.2,9.5,0.441,1.7,4.6,0.361,1.3,1.8,0.714,1.5,3.5,5,0.5,0.4,1,0.9,2.5,0.56,18.9,48.4,67.5,6-6,SF,Sr,ACC,24-25,25,WING,USA,NC State,NCAA,6/26/2002,Power 5
Youri Fritz,NEU,0.549,0.6,98.5,15.1,12.8,14,6.4,11.2,3.2,4.5,14.4,-0.9,1.5,118.1,99.8,18.3,113.8,17.5,23,16.4,4.5,1.8,3,0.6,0,0,0,0.9,2.3,0.385,2,1.6,3.6,0.6,0.9,0.7,0.5,2.5,1.20,76.7,0.0,30.7,6-9,F,Jr,CAA,24-25,25,FORWARD,NED,Northeastern,NCAA,8/21/2003,Mid-Major
Josiah Lake II,ORST,0.651,0.572,175.8,3.1,15.7,9.8,16.5,15.9,2.7,0.8,14.6,2.1,1.6,130,104,26,234.8,17.5,33,23.4,6.9,2,4.2,0.482,0.8,2.1,0.368,2.1,2.3,0.908,0.5,2.8,3.3,2.2,1,0.2,1,1.5,2.20,54.8,50.0,64.5,6-2,G,So,WCC,24-25,25,GUARD,USA,Oregon State,NCAA,-,High-Major
A.J. Dancler,MOYNE,0.574,0.542,161.3,1.8,13.3,7.7,22.3,16.7,2,0.7,25.8,-1.2,1.3,107.8,114,-6.2,275,17.5,30,32,15.1,5.1,11.5,0.445,2.2,5.5,0.404,2.6,3.4,0.765,0.4,3.4,3.8,3.4,1.1,0.2,2.6,2,1.31,29.6,47.8,75.5,6-2,G,So,NEC,24-25,25,GUARD,USA,Le Moyne,NCAA,-,Low-Major
Jeremy Elyzee,SELU,0.564,0.533,146.9,8.1,14.7,11.4,6.6,15.2,2.6,3.1,20.1,-3.8,1.3,109.2,101,8.2,242.6,17.5,31,27.6,10.4,3.9,7.9,0.498,0.5,2.2,0.254,2,2.7,0.718,1.8,3.3,5,0.9,1.2,0.7,1.6,2,0.56,34.2,27.8,51.9,6-7,F,Fr,SLC,24-25,25,FORWARD,USA,Southeastern Louisiana,NCAA,-,Low-Major
Mike Woods,USNA,0.546,0.484,147.8,9.4,13,11.1,12.9,13.8,4.6,1.4,15.4,0.2,1.3,116.6,101,15.6,128.1,17.5,30,14.6,4.1,1.5,3.2,0.474,0.1,0.4,0.167,1,1.2,0.838,1.1,1.4,2.6,0.9,1.1,0.2,0.6,1.7,1.50,37.5,12.5,39.3,6-3,F,Jr,Patriot,24-25,25,FORWARD,USA,Navy,NCAA,-,Low-Major
Daeshun Ruffin,JKSN,0.506,0.437,156.1,2.4,10.6,6.7,27.2,15.6,2.8,0.1,29.3,-0.3,1.2,103.6,100.3,3.3,210.6,17.5,24,31.8,15.7,5.1,13.2,0.386,1.3,4.1,0.327,4.2,5,0.849,0.6,2.9,3.5,4.2,1.5,0,2.9,1.6,1.45,37.9,31.1,63.3,5-11,PG,Jr,SWC,24-25,25,GUARD,USA,Jackson State,NCAA,3/19/2002,Low-Major
P.D. McCraney,ULM,0.502,0.5,100,2.3,26.8,14.9,34.1,15.4,2.2,0,12.3,10.6,1.1,124.1,86.8,37.3,23.3,17.5,5,9.8,2.2,1,2,0.5,0,0.4,0,0.2,0.4,0.5,0.2,2.4,2.6,2.2,0.4,0,0.4,0.2,5.50,20.0,20.0,29.6,6-1,G,RS-Jr,Sun Belt,24-25,25,GUARD,USA,Louisiana Monroe,NCAA,-,Mid-Major
Zach Hicks,PENST,0.649,0.623,168.5,3.4,16.3,10,10.9,9.2,1.9,1.8,15.4,1.3,1.5,130,104,26,325,17.5,31,31.8,11.6,3.7,7.9,0.471,2.4,5.8,0.413,1.8,2.3,0.8,0.8,4.1,4.9,2,1.1,0.5,0.9,1.9,2.22,29.1,73.4,84.0,6-8,F,Sr,B10,24-25,25,FORWARD,USA,Penn State,NCAA,4/22/2003,Power 5
Wesley Robinson,MAN,0.58,0.529,165.2,7.9,16.9,12.5,11.9,12.7,1.4,2,19.1,-0.7,1.4,120.4,108.9,11.5,281,17.5,31,29.7,11.4,3.7,8.3,0.45,1.3,3.5,0.38,2.5,3.1,0.823,1.9,4.3,6.2,1.8,0.7,0.5,1.4,3.3,1.29,37.3,42.2,65.6,6-7,F,Sr,MAAC,24-25,25,FORWARD,USA,Manhattan,NCAA,-,Low-Major
A.J. Marmolejos,LAMAR,0.563,0.519,155.8,2.4,10.8,6.6,13.9,12.3,2.4,0.2,24.4,-1.5,1.3,113.3,100,13.3,269.8,17.5,33,30.3,14.5,4.5,11,0.409,2.4,6.3,0.385,3.2,4.1,0.765,0.6,2.7,3.3,2.1,1.2,0.1,1.8,1.5,1.17,37.3,57.3,80.8,6-2,G,Jr,SLC,24-25,25,GUARD,USA,Lamar,NCAA,-,Low-Major
Themus Fulks,UWM,0.556,0.497,154.2,2.3,9.2,5.6,31.2,20.7,2.3,0.1,23.1,1.5,1.3,111.7,105,6.8,321.9,17.5,32,34.2,14.6,5.2,10.9,0.477,0.4,1.7,0.259,3.8,4.7,0.805,0.6,2.4,3,5.9,1.4,0,3.4,1.8,1.74,43.1,15.6,49.1,6-2,G,Sr,Horizon,24-25,25,GUARD,USA,Milwaukee,NCAA,-,Low-Major
Sharron Young,AKR,0.596,0.573,167.4,4.2,9.7,7,17.9,16.5,3.4,0,22.3,-0.6,1.3,114.5,102.1,12.4,165.8,17.5,35,15.9,7.4,2.6,5.7,0.46,1.3,3.2,0.398,0.9,1.1,0.816,0.5,1.3,1.9,1.7,1,0,1.2,2,1.42,19.3,56.1,65.3,6-0,G,Fr,MAC,24-25,25,GUARD,USA,Akron,NCAA,-,Mid-Major
Kyrone Alexander,BSTN,0.533,0.484,151.7,6.9,16.1,11.5,14.8,16.9,2.5,1.5,25.9,-4.1,1.2,104.1,104.1,-0.1,247.9,17.5,30,30.5,12.9,4.3,10.5,0.411,1.5,5,0.307,2.8,3.5,0.8,1.6,3.6,5.1,1.9,1.2,0.4,2.5,1.6,0.76,33.3,47.6,69.8,6-5,G,So,Patriot,24-25,25,GUARD,USA,Boston University,NCAA,-,Low-Major
Pierre Brooks II,BTLR,0.573,0.54,162.5,3.6,15,9.7,12.2,11.3,0.8,0.3,23.9,-1.3,1.3,111.8,111.6,0.2,330.4,17.5,35,33.1,15.2,5.6,11.9,0.47,1.7,4.9,0.339,2.4,2.9,0.816,0.9,4.3,5.1,1.9,0.5,0.1,1.7,1.2,1.12,24.4,41.2,69.8,6-6,GF,Sr,Big East,24-25,25,WING,USA,Butler,NCAA,12/20/2002,Power 5
James White,NEWOR,0.495,0.472,140.3,3.8,20.4,11.8,14.9,11.2,1.5,0.5,31.8,-3.5,1.1,97.1,116.1,-19,199,17.5,20,33.8,19.2,7.4,17.3,0.429,1.5,4.6,0.33,2.9,4.5,0.644,1.2,5.8,7,1.9,0.9,0.2,2.5,1.2,0.76,26.0,26.6,61.6,6-5,F,Sr,SLC,24-25,25,FORWARD,USA,New Orleans,NCAA,7/12/2003,Low-Major
Nate Calmese,WSU,0.534,0.521,143.1,3.9,8.8,6.5,29.1,17.4,2.9,0.5,28.4,-0.2,1.2,104.7,109.1,-4.4,296.8,17.4,33,30.1,15.2,6.3,13.2,0.474,1.2,4.3,0.291,1.5,2.2,0.667,0.8,2.2,3,4.4,1.6,0.2,3,2.3,1.47,16.7,32.6,60.7,6-2,G,Jr,WCC,24-25,25,GUARD,USA,Washington State,NCAA,-,High-Major
Tarik Watson,MRST,0.559,0.571,102,9.6,13.2,11.4,10.5,14.5,1.4,4.5,23.5,-3.4,1.3,105.3,97.5,7.9,78.6,17.4,27,11.3,4.6,2.1,3.6,0.571,0,0,0,0.5,1.1,0.448,0.8,1.2,2,0.5,0.3,0.4,0.7,1.6,0.71,30.6,0.0,27.1,6-8,F,Fr,MAAC,24-25,25,FORWARD,USA,Marist,NCAA,-,Low-Major
Ahmarie Simpkins,MORST,0.58,0.577,149.9,6.6,12.4,9.6,13.8,18.3,1.6,2.2,21.9,-3.1,1.4,108.6,107.2,1.4,213.1,17.4,26,27.3,12.2,5,9,0.558,0.3,0.9,0.375,1.8,3.2,0.566,1.5,3,4.5,2.2,0.8,0.6,2.3,2,0.96,35.6,10.0,44.9,6-4,GF,Sr,MEAC,24-25,25,WING,USA,Morgan State,NCAA,-,Low-Major
Jaylen Jenkins,ODU,1,1,100,0,12.7,7.8,0,0,0,0,7.5,0,2,200,83.4,116.6,2,17.4,2,3.5,1,0.5,0.5,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,,0.0,0.0,35.0,5-11,G,Fr,Sun Belt,24-25,25,GUARD,USA,Old Dominion,NCAA,-,Mid-Major
C.J. Hines,ALAST,0.523,0.5,151.4,3.1,9.1,5.9,17.8,8.9,2.1,0.5,25.1,1,1.1,109.4,106.5,2.9,262.9,17.4,36,28.5,13.8,5,12,0.418,2,5.2,0.378,1.8,2.5,0.719,0.8,2.1,2.9,2.4,1.1,0.1,1.3,2.4,1.85,20.8,43.3,69.5,6-2,G,Sr,SWC,24-25,25,GUARD,USA,Alabama State,NCAA,-,Low-Major
"Silas Demary, Jr.",UGA,0.552,0.485,157.4,3.1,12.2,7.9,18.8,15.7,3.1,0.7,23,-0.6,1.4,113.3,101.8,11.4,292,17.4,33,31.5,13.5,3.9,9.9,0.396,1.8,4.7,0.374,3.8,4.8,0.804,0.7,3.2,3.9,3.1,1.7,0.2,2.3,2.5,1.35,48.5,47.5,72.2,6-5,G,So,SEC,24-25,25,GUARD,USA,Georgia,NCAA,6/29/2004,Power 5
Mackenzie Mgbako,IU,0.547,0.511,157.6,6.1,16.5,11.4,8.4,9.7,0.7,2.1,24.6,-1.9,1.2,111.2,105.3,5.9,235.1,17.4,32,25,12.2,4.3,9.9,0.437,1.5,4.5,0.329,2,2.5,0.81,1.2,3.3,4.6,1.1,0.3,0.5,1.2,1.6,0.92,25.3,45.5,67.3,6-8,PF,So,B10,24-25,25,FORWARD,USA,Indiana,NCAA,11/18/2004,Power 5
Jeremiah Wilkinson,Cal,0.527,0.476,150.6,2.1,7,4.4,12.4,10,1.7,0.5,28.9,-2.3,1.2,110.1,112.4,-2.3,182.8,17.4,32,27.4,15.1,4.9,12.3,0.399,1.9,5.8,0.321,3.4,4.4,0.786,0.5,1.4,1.9,1.5,0.8,0.1,1.6,1.8,0.94,35.8,47.2,74.0,6-1,G,Fr,ACC,24-25,25,GUARD,USA,California,NCAA,3/28/2006,Power 5
Brayon Freeman,BTHCK,0.505,0.466,143,1.4,9.8,5.5,22.9,12.4,2.3,0,31.7,-2,1.2,99.4,107,-7.6,128.8,17.4,19,29.4,16.2,5.8,13.9,0.417,1.4,4.7,0.292,3.3,4.5,0.721,0.4,2.4,2.8,2.5,1.2,0,2.3,1.8,1.09,32.4,33.8,64.0,6-2,SG,Sr,SWC,24-25,25,GUARD,USA,Bethune-Cookman,NCAA,-,Low-Major
Pryce Sandfort,IOWA,0.624,0.62,152.5,4.5,11.4,7.9,9.4,5.6,1.4,1.1,16.9,1.9,1.4,128.6,113.9,14.6,226.8,17.4,33,22.4,8.8,3.2,6.5,0.488,1.7,4.2,0.4,0.8,1.3,0.636,0.8,2.1,2.9,1.3,0.6,0.2,0.4,1.4,3.25,20.0,64.6,70.9,6-6,SF,So,B10,24-25,25,WING,USA,Iowa,NCAA,6/23/2004,Power 5
Devin Brafford,SIENA,0.566,0.554,138.2,6.5,18,12,10.1,12.6,1.4,9.2,17.1,-0.9,1.3,113.4,102,11.3,88.9,17.4,20,14.3,4.7,1.9,3.7,0.5,0.4,1.6,0.25,0.6,1,0.632,0.8,1.9,2.7,0.7,0.4,1.2,0.6,1.9,1.17,27.0,43.2,49.6,7-1,C,Fr,MAAC,24-25,25,BIG,USA,Siena,NCAA,-,Low-Major
Jackson Fields,TROY,0.581,0.542,154.1,10.5,15.8,13.2,6.2,13.9,1.6,3.9,17.9,-3,1.4,119.2,98.7,20.5,224,17.4,34,21.8,7.9,2.7,5.6,0.487,0.6,1.9,0.333,1.8,2.5,0.721,1.9,2.9,4.8,0.7,0.6,0.8,1.1,2.3,0.64,44.6,33.9,54.9,6-8,F,Jr,Sun Belt,24-25,25,FORWARD,USA,Troy,NCAA,-,Mid-Major
Mobi Ikegwuruka,KSU,0.592,0.6,112.9,11.9,25.7,18.9,2,17.3,4.3,2.8,14.2,-4.1,1.5,110.5,93.3,17.2,64.1,17.4,24,8,2.1,0.9,1.5,0.6,0,0,0,0.4,0.7,0.529,0.8,1.6,2.4,0.1,0.6,0.2,0.4,1.1,0.25,46.7,0.0,30.7,6-6,F,So,B12,24-25,25,FORWARD,IRL,Kansas State,NCAA,8/8/2003,Power 5
Fletcher Loyer,PURD,0.629,0.579,175.8,1.3,7.7,4.6,10.4,9.6,1,0.1,20.8,0,1.5,126.5,111.4,15.1,276,17.4,36,30.8,13.8,4.3,9.2,0.465,2.1,4.7,0.444,3.1,3.7,0.848,0.3,1.8,2.1,1.8,0.5,0,1.2,1.1,1.50,40.2,51.1,76.8,6-4,GF,Jr,B10,24-25,25,WING,USA,Purdue,NCAA,9/1/2003,Power 5
Macaleab Rich,KSU,0.719,0.689,204.9,6.8,15.8,11.2,2.4,19.5,1.8,0,20,-7.1,1.7,118.6,101.5,17.1,41.5,17.4,13,12.6,5.9,2.2,3.5,0.644,0.3,0.5,0.571,1.2,1.4,0.833,0.7,1.5,2.2,0.2,0.4,0,1,2,0.20,40.0,14.3,56.4,6-7,F,So,B12,24-25,25,FORWARD,USA,Kansas State,NCAA,-,Power 5
Duke Deen,BRDLY,0.571,0.544,166.7,1.5,11.2,6.8,22.9,13.3,1.6,0.4,23.2,2.3,1.2,114.4,105.3,9.1,343.4,17.4,37,31.8,13.5,4.5,10.9,0.407,3,7.6,0.394,1.6,1.8,0.866,0.4,3,3.4,3.8,0.9,0.1,1.8,1.7,2.11,16.5,69.7,88.6,5-8,G,Sr,MVC,24-25,25,GUARD,USA,Bradley,NCAA,12/17/2001,High-Major
Joel Armotrading,UCR,0.63,0.602,133.7,12.5,22.8,17.5,4.3,16.8,1.1,6.3,12.8,-2.8,1.5,124.4,103.8,20.6,245.1,17.4,33,21.8,5.8,2.3,3.9,0.602,0,0,0,1.2,1.6,0.736,2.4,4.1,6.5,0.5,0.4,1.2,0.9,3.2,0.56,41.0,0.0,33.5,6-10,C,Sr,BWC,24-25,25,BIG,GBR,UC Riverside,NCAA,-,Mid-Major
Isaiah Evans,DUKE,0.621,0.601,166,1.1,8.5,5.1,6.4,7.5,0.7,0.7,22.6,-0.8,1.3,125.9,100.5,25.4,122.5,17.4,36,13.7,6.8,2.2,5.1,0.432,1.7,4.1,0.416,0.7,0.9,0.813,0.1,1,1.1,0.5,0.2,0.1,0.4,0.9,1.25,17.6,80.4,74.6,6-6,G,Fr,ACC,24-25,25,GUARD,USA,Duke,NCAA,12/6/2005,Power 5
Caleb Kenney,HC,0.552,0.537,116.6,6.6,15.7,11.2,11.3,16.6,1.5,3.9,25,-4.3,1.3,101.9,106.1,-4.2,227.9,17.4,32,26.7,11.2,4.8,9,0.537,0,0,0,1.6,2.5,0.63,1.3,3.3,4.6,1.4,0.7,0.9,2,2.4,0.70,27.8,0.0,28.4,6-6,GF,Sr,Patriot,24-25,25,WING,USA,Holy Cross,NCAA,-,Low-Major
JoJo Moore,ORU,0.548,0.525,147.1,5.3,15.7,10.4,17.1,12.6,1.4,2.4,21.6,0.1,1.3,111,113,-2,219.4,17.4,28,27.6,10.9,4.2,8.5,0.494,0.5,1.6,0.333,2,3.1,0.644,1.1,3.3,4.4,2.2,0.7,0.6,1.4,2.3,1.57,36.5,18.8,48.4,6-4,GF,Fr,Summit,24-25,25,WING,USA,Oral Roberts,NCAA,-,Low-Major
Josh O'Garro,TXST,0.552,0.494,163.2,8.4,20.8,14.9,9.4,10.9,1.8,2.2,16.6,-0.1,1.3,120.4,104.5,16,317.3,17.4,32,30.1,9.6,3.3,7.4,0.45,0.7,2,0.333,2.3,2.7,0.849,1.9,5.1,7,1.6,0.9,0.6,1.1,1.8,1.45,36.5,27.0,53.8,6-6,G,Sr,Sun Belt,24-25,25,GUARD,USA,Texas State,NCAA,-,Mid-Major
Dezmond McKinney,BELL,0.59,0.517,180.4,4,16.7,10.4,19,19.8,3.1,0.8,21,-1,1.4,109.4,114.7,-5.3,99.5,17.4,28,12.1,4.4,1.5,3.1,0.5,0.1,0.3,0.429,1.3,1.4,0.875,0.4,1.5,1.9,1.2,0.6,0.1,0.9,1,1.33,45.2,9.7,47.6,6-0,G,Sr,A-SUN,24-25,25,GUARD,USA,Bellarmine,NCAA,-,Low-Major
Davis Molnar,FRMN,0.578,0.539,167.4,11.2,20.9,16.2,19.2,22,3,0.7,19.2,-1.4,1.3,112,98.7,13.3,117.5,17.4,33,10.5,3.5,1.4,2.7,0.511,0.2,0.6,0.263,0.5,0.6,0.9,0.9,1.8,2.7,1.1,0.5,0.1,0.8,1.5,1.38,22.2,22.2,44.4,6-6,F,So,SoCon,24-25,25,FORWARD,USA,Furman,NCAA,-,Low-Major
Colin Granger,CCU,0.591,0.582,168.8,14.5,16.1,15.3,8,18.9,0.8,1.2,23.2,-6.2,1.4,108.7,109.4,-0.7,146,17.4,31,17.8,7.2,3,5.1,0.579,0,0.1,0.5,1.3,2.1,0.609,2,2.4,4.4,0.6,0.2,0.2,1.4,2.6,0.43,41.2,2.0,44.2,6-9,F,Sr,Sun Belt,24-25,25,FORWARD,USA,Coastal Carolina,NCAA,-,Mid-Major
Robert Vaihola,SJSU,0.563,0.536,117.9,12,22.6,17.5,14.1,20.9,1.2,5.4,16.5,-1.7,1.4,111,102.7,8.3,301.5,17.3,31,27.4,7.5,2.9,5.4,0.536,0,0,0,1.7,2.7,0.643,2.5,5,7.5,2,0.5,1.4,1.8,2.4,1.11,50.0,0.0,31.1,6-8,F,Jr,MWC,24-25,25,FORWARD,USA,San Jose State,NCAA,-,High-Major
Ja'Kair Sanchez,WAGNR,0.59,0.539,166,4.1,10.4,7.1,10.9,14.7,1.9,1.1,25.6,-4.6,1.4,110.4,101.8,8.7,113.8,17.3,29,18.9,8.8,3,6.2,0.475,0.8,2.2,0.365,2,2.5,0.819,0.6,1.4,2,0.8,0.6,0.1,1.3,2.1,0.62,40.3,35.5,58.3,6-4,GF,Sr,NEC,24-25,25,WING,USA,Wagner,NCAA,12/15/1999,Low-Major
Raekwon Horton,UTSA,0.58,0.512,153.1,7.4,13.9,10.5,8.8,13.5,2.9,0.8,17.8,-1.6,1.4,117.9,109.5,8.5,249.6,17.3,26,33.1,11.7,3.9,8.2,0.472,0.7,2.9,0.224,3.3,4,0.835,2.1,3.6,5.7,1.5,1.7,0.2,1.6,2.3,0.94,48.8,35.4,58.9,6-6,SG,Sr,AAC,24-25,25,GUARD,USA,UTSA,NCAA,-,High-Major
Jordan Roberts,TAMU-CC,0.556,0.515,156,1.9,5.4,3.7,13.3,10.5,1.8,2.2,23.8,0.1,1.3,114.7,101.6,13.1,139,17.3,31,17.4,8.3,2.7,6.5,0.42,1.2,3.4,0.358,1.6,2.1,0.781,0.3,0.8,1,1.3,0.5,0.3,0.9,0.6,1.44,32.3,52.3,64.3,6-4,G,Sr,SLC,24-25,25,GUARD,USA,Texas A&M-Corpus Christi,NCAA,-,Low-Major
Pharaoh Compton,SDSU,0.602,0.645,102.5,6.8,15.5,11.3,7.2,16.8,2.7,5.1,21.3,-4.7,1.5,105.6,94.2,11.4,101.5,17.3,30,13.3,5.4,2.4,3.7,0.645,0,0,0,0.6,1.7,0.38,0.7,1.7,2.4,0.4,0.6,0.5,0.9,2.4,0.44,45.9,0.0,29.5,6-7,F,Fr,MWC,24-25,25,FORWARD,USA,San Diego State,NCAA,6/11/2006,High-Major
Tito Deng,JAC,0.559,0.578,123.3,8.7,21.1,14.7,2.2,12.3,2.4,4.8,21.2,-4.5,1.3,106.9,100.1,6.8,29,17.3,19,4.9,2.1,0.8,1.7,0.469,0.4,0.9,0.389,0.2,0.4,0.375,0.4,0.8,1.2,0.1,0.2,0.2,0.3,0.7,0.33,23.5,52.9,47.8,6-11,F,So,A-SUN,24-25,25,FORWARD,SSD,Jacksonville,NCAA,4/2/2003,Low-Major
Daniel Johnson,HMPTN,0.516,0.498,142.7,8.2,12.9,10.4,9.7,11.9,3,1.6,23,-2.3,1.1,108.4,103.3,5.1,153.6,17.3,32,18.3,7.6,2.9,6.7,0.437,0.8,2.4,0.338,1,1.5,0.653,1.3,1.7,3,0.9,0.9,0.3,1,1.8,0.90,22.4,35.8,52.7,6-7,G,Fr,CAA,24-25,25,GUARD,USA,Hampton,NCAA,-,Mid-Major
Jack Medalie,USNA,0.525,0.471,150.1,5.6,23.5,14.2,14.6,13.4,1.6,1.6,23.6,-1.6,1.2,106.2,102.8,3.4,46.4,17.3,14,10.4,4.4,1.5,3.6,0.412,0.4,1.9,0.222,0.9,1.1,0.867,0.5,1.9,2.4,0.7,0.3,0.1,0.6,0.7,1.17,30.6,52.8,53.1,6-6,F,So,Patriot,24-25,25,FORWARD,USA,Navy,NCAA,-,Low-Major
Caden Pierce,PRIN,0.532,0.511,143.5,7.4,21,13.8,19.3,15.7,1.9,1.4,20,0.6,1.2,109.5,105.2,4.3,323.6,17.3,29,32.4,11.2,4.3,9.3,0.465,0.9,2.7,0.316,1.7,2.6,0.653,2.1,5.2,7.2,3.2,1,0.4,2,1.5,1.60,28.0,29.0,53.7,6-7,F,Jr,IVY,24-25,25,FORWARD,USA,Princeton,NCAA,4/15/2004,Mid-Major
Niels Lane,DEL,0.584,0.563,159.8,5.6,12.6,9.2,14.1,18.1,2,1.8,24.5,-3.7,1.3,105.2,109.7,-4.4,282.5,17.3,33,30.3,13.7,5.5,10.4,0.532,0.6,1.9,0.339,1.9,2.7,0.727,1.3,3.2,4.4,2.2,1.1,0.5,2.6,2.2,0.85,26.0,18.3,51.0,6-5,F,Sr,C-USA,24-25,25,FORWARD,USA,Delaware,NCAA,-,Mid-Major
Jalen Breath,UNCG,0.54,0.476,115.4,10.9,29.1,20.2,5.7,12.1,1.4,2.5,17.2,-2,1.5,116.6,94.6,22,230.5,17.3,32,21.5,6.6,2.1,4.5,0.476,0,0,0,2.4,3.5,0.679,1.8,5.2,7,0.7,0.5,0.4,0.8,2.4,0.88,77.8,0.0,33.5,6-8,F,Jr,SoCon,24-25,25,FORWARD,USA,UNC Greensboro,NCAA,-,Low-Major
Lajae Jones,STBN,0.584,0.546,164.5,5.3,17.5,11.4,3.7,10,2.8,3.4,16.8,-2,1.3,117.4,97.6,19.8,315.1,17.3,34,33,10.8,3.7,8.1,0.456,1.4,3.7,0.389,2,2.5,0.8,1.4,4.4,5.8,0.6,1.5,0.8,1,2.2,0.60,30.9,45.7,66.6,6-7,F,Jr,A-10,24-25,25,FORWARD,USA,St. Bonaventure,NCAA,-,High-Major
Ja'Borri McGhee,UAB,0.587,0.565,161.1,2.9,9.7,6.2,18.9,16.1,2.3,0.7,20.8,0.2,1.4,114.9,108.5,6.5,266.4,17.3,37,25.6,11.1,4.2,8.1,0.517,0.8,1.9,0.408,1.9,2.8,0.686,0.6,2.1,2.7,2.8,1.1,0.2,1.8,2.4,1.56,34.6,23.5,54.1,6-2,G,Jr,AAC,24-25,25,GUARD,USA,UAB,NCAA,-,High-Major
