Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Nils Cooper,UCD,0.614,0.572,152.4,8.1,16.1,12.1,15.8,13.4,3.4,1.7,23.3,-1.3,1.5,120.2,101.6,18.6,257.8,21.7,27,24.7,12.3,4.4,8,0.549,0.4,1.6,0.238,3.2,4.4,0.737,1.6,3.1,4.6,1.9,1.5,0.4,1.6,2.4,1.19,55.0,20.0,51.3,6-6,F,Jr,BWC,25-26,26,FORWARD,USA,UC Davis,NCAA,2/18/2005,Mid-Major
Justin McBride,JMU,0.588,0.549,167.6,6.4,18.6,12.8,12.1,12,0.8,2.4,28.2,-3.1,1.4,116.5,109.2,7.3,291.6,21.7,31,27.1,15.3,5.5,11.2,0.494,1.2,3.1,0.4,3,3.8,0.782,1.4,4.3,5.6,1.5,0.4,0.6,1.8,2.5,0.83,33.9,27.7,61.4,6-7,SF,Jr,Sun Belt,25-26,26,WING,USA,James Madison,NCAA,7/25/2005,Mid-Major
Jordan Riley,ECAR,0.499,0.447,143.7,4.9,14.7,9.7,16.4,9,2.9,1.5,33.9,-1.8,1.2,106.5,108.4,-1.9,369.4,21.7,30,37.7,23.6,8.2,19.6,0.419,1.1,3.6,0.306,6.1,8.6,0.712,1.6,4.5,6,2.5,1.9,0.5,2.3,1.8,1.09,43.9,18.4,57.4,6-4,F,Sr,AAC,25-26,26,FORWARD,USA,East Carolina,NCAA,2/2/2003,High-Major
Jed Miller,MTSTU,0.625,0.594,166.7,6.4,14.9,10.6,15.4,9.5,2.6,0.4,20.1,2,1.4,132.5,104.2,28.3,407.5,21.7,32,34.5,14.9,4.8,10.4,0.461,2.8,6.8,0.406,2.5,3.1,0.8,1.7,3.9,5.7,2.9,1.6,0.1,1.3,2.3,2.23,29.8,65.4,86.8,6-2,G,Sr,BSKY,25-26,26,GUARD,USA,Montana State,NCAA,-,Low-Major
Lamin Sabally,IONA,0.586,0.577,126.4,10.4,21.6,16.1,21.1,16.1,3,1.7,19.8,0.8,1.5,118.7,99.7,19,407.1,21.7,31,30.4,11.4,4.5,7.7,0.575,0,0.3,0.1,2.5,4.2,0.589,2.6,5.6,8.2,3.2,1.6,0.5,1.9,2,1.68,54.5,3.9,36.4,6-8,F,Sr,MAAC,25-26,26,FORWARD,GER,Iona,NCAA,10/1/2002,Low-Major
Caden Miller,HP,0.639,0.744,103,17.2,20.1,18.7,7.9,9.6,0.3,9.8,16.4,0,1.7,134.3,94.4,39.9,78.8,21.7,25,7.4,2.9,1.3,1.7,0.744,0,0,0,0.3,1.1,0.286,1,1.2,2.2,0.4,0,0.6,0.2,1.3,2.00,64.7,0.0,31.7,6-9,F,Fr,BSC,25-26,26,FORWARD,USA,High Point,NCAA,-,Low-Major
Braden Smith,PURD,0.558,0.52,163.1,2.3,11.3,6.9,43.9,18.7,3.1,0.8,23.5,9.6,1.3,122.4,105.7,16.7,496,21.7,34,34.3,14,4.9,11.1,0.444,1.7,4.5,0.373,2.4,3,0.814,0.6,3,3.6,9,1.7,0.2,2.9,1.6,3.10,27.0,40.5,68.3,6-0,PG,Sr,B10,25-26,26,GUARD,USA,Purdue,NCAA,7/25/2003,Power 5
Chance Moore,WVU,0.55,0.537,137.7,11,20.4,15.7,8.4,12.5,1.9,3.3,26.7,-4.1,1.4,109.9,101,8.9,202.4,21.7,26,21.8,10.3,3.7,7.3,0.513,0.3,1.2,0.3,2.5,4.5,0.564,1.9,3.5,5.3,0.8,0.7,0.6,1.3,1.2,0.62,61.6,16.4,47.0,6-6,F,Sr,B12,25-26,26,FORWARD,USA,West Virginia,NCAA,3/3/2003,Power 5
Tyrin Jones,UNLV,0.569,0.588,135.3,8.6,14.6,11.6,8.9,9.7,2,9,21.2,-1.1,1.5,117.1,105.3,11.8,310.1,21.7,30,26.4,11.6,4.5,7.8,0.584,0.1,0.2,0.286,2.5,5.2,0.484,1.8,3.1,4.9,1.2,1,2.1,1.1,1.7,1.09,66.7,2.6,40.0,6-9,F,Fr,MWC,25-26,26,FORWARD,USA,UNLV,NCAA,-,High-Major
Hudson Mayes,UCSD,0.618,0.568,169.9,6.4,21.7,14.3,14.2,12.2,2.3,1.4,21.6,-0.4,1.5,122.3,98.3,24,316.5,21.7,33,23.9,11.1,4,7.3,0.545,0.3,0.9,0.355,2.8,3.5,0.798,1.2,4.5,5.7,1.7,1,0.3,1.2,2,1.42,47.9,12.3,49.6,6-5,GF,Fr,BWC,25-26,26,WING,USA,UC San Diego,NCAA,-,Mid-Major
Khamari McGriff,KSU,0.687,0.684,154.8,9.7,16.4,13.1,9.1,12.4,1.7,5.5,18.7,-1.5,1.7,130.9,107.5,23.3,227.8,21.6,28,20.2,9.7,4,5.8,0.681,0,0.2,0.2,1.7,2.6,0.667,1.6,2.8,4.4,1,0.6,1.1,1,3.3,1.00,44.8,3.4,41.7,6-9,F,Sr,B12,25-26,26,FORWARD,USA,Kansas State,NCAA,-,Power 5
"Nick Anderson, Jr.",RICE,0.6,0.559,165,4.1,13.9,8.9,8.7,7.4,2.4,1.2,23.8,-0.9,1.4,128.4,107.9,20.5,304.6,21.6,31,29.2,15.5,4.9,11.1,0.438,2.7,6.8,0.4,3.1,3.8,0.812,1,3.3,4.3,1.2,1.2,0.3,1,2.1,1.20,34.2,61.3,85.7,6-5,G,Sr,AAC,25-26,26,GUARD,USA,Rice,NCAA,-,High-Major
Cole Alexander,FDU,0.508,0.5,100,31.1,17.5,24.7,0,0,0,0,18.9,0,1.5,135.6,107.8,27.8,3,21.6,7,1.1,0.4,0.1,0.3,0.5,0,0.1,0,0.1,0.3,0.5,0.3,0.1,0.4,0,0,0,0,0.1,,100.0,33.3,38.3,6-7,F,Sr,NEC,25-26,26,FORWARD,USA,Fairleigh Dickinson,NCAA,-,Low-Major
Jaylin Sellers,PROV,0.615,0.567,176.1,4,11.9,8.3,10.6,10.5,1.6,0.8,27,-2.1,1.4,123.5,113.5,10,335.9,21.6,33,30,18.3,6,12.8,0.473,2.4,5.6,0.429,3.9,4.5,0.859,0.9,3.2,4.2,1.6,0.9,0.2,1.8,2.5,0.89,35.2,43.8,78.9,6-5,G,Sr,Big East,25-26,26,GUARD,USA,Providence,NCAA,6/3/2003,Power 5
Jakobi Heady,BTHCK,0.645,0.58,174.1,5,11.9,8.5,10.3,11.5,2.3,0.4,22.1,-1.7,1.7,127.6,109.1,18.6,390.9,21.6,31,35.9,18.2,5.5,10.6,0.521,1.3,3,0.415,5.8,7.3,0.804,1.4,3.6,5,1.8,1.5,0.2,1.8,1.3,1.00,68.9,28.3,67.1,6-6,GF,Sr,SWC,25-26,26,WING,USA,Bethune-Cookman,NCAA,-,Low-Major
Toyaz Solomon,UNCA,0.535,0.5,150.8,8.6,20,14.3,13.2,12.1,1.8,4.3,27.9,-2.6,1.3,110.7,103.6,7.1,389.6,21.6,32,33.5,16.9,6.1,13.3,0.461,1,2.8,0.363,3.7,5.3,0.684,2.2,5.2,7.4,2,1,1.3,2.2,2,0.91,39.8,21.1,55.8,6-9,F,Sr,BSC,25-26,26,FORWARD,USA,UNC Asheville,NCAA,-,Low-Major
Andy Sigiscar,TARST,0.629,0.637,119.7,7.6,17,12.4,3.2,12.4,2.2,9,20.6,-4.1,1.5,118.1,95.8,22.3,145,21.6,25,16,7.4,3.2,5,0.637,0,0,0,1.1,2,0.56,0.9,2.1,3,0.2,0.6,1.2,0.8,1.8,0.25,40.0,0.0,31.6,6-9,F,Fr,WAC,25-26,26,FORWARD,FRA,Tarleton State,NCAA,5/22/2004,Mid-Major
Kye Lindsay,UAB,0.578,0.538,179.5,13.4,19,16.1,4.2,9.4,1.2,4.3,21.6,-2.7,1.4,121.8,102.3,19.5,246.4,21.6,28,22.7,10.8,4.3,7.9,0.536,0,0.1,0.5,2.3,3,0.759,2.7,3.6,6.4,0.5,0.5,0.9,1,2.6,0.50,38.0,1.3,44.8,6-8,F,Sr,AAC,25-26,26,FORWARD,USA,UAB,NCAA,-,High-Major
Jonah Pierce,PRSBY,0.561,0.552,112.5,12.6,26,19.6,8.8,16.8,1.6,4.8,27.3,-6.4,1.4,106.3,102,4.3,415.8,21.6,33,32.5,16,6.5,11.7,0.552,0,0,0,3.1,5.4,0.573,3,6.7,9.6,1.3,0.9,1.4,2.9,2.5,0.45,46.2,0.0,30.0,6-10,FC,Sr,BSC,25-26,26,FORWARD,USA,Presbyterian,NCAA,-,Low-Major
Michael McNair,BSTN,0.632,0.614,166.1,4.1,15.2,9.9,12,8.4,1.8,1.3,22.7,0.6,1.4,127.9,113,14.8,422.9,21.6,34,36.1,16.9,5.7,12,0.479,3.2,7.3,0.444,2.2,3,0.738,1,4.1,5.1,2.1,1,0.4,1.2,1.6,1.75,25.0,60.8,88.7,6-5,GF,Jr,Patriot,25-26,26,WING,USA,Boston University,NCAA,-,Low-Major
Karson Templin,USU,0.588,0.565,151.6,12.9,15.9,14.5,7.8,11.5,2.5,5.7,23.4,-2.4,1.5,121.2,99.9,21.3,236.1,21.6,34,18.9,9.1,3.2,6.1,0.517,0.6,1.7,0.351,2.1,3.3,0.649,1.8,2.4,4.2,0.8,0.8,0.9,1,2.8,0.80,54.1,27.9,53.9,6-8,F,Jr,MWC,25-26,26,FORWARD,USA,Utah State,NCAA,-,High-Major
Malachi Moreno,UK,0.623,0.583,128.6,13,20.3,16.7,13.3,16.1,1.4,7.6,16.5,-0.3,1.7,127.8,102.5,25.3,343.3,21.6,34,22.8,8,2.8,4.8,0.583,0,0.1,0,2.4,3.5,0.703,2.4,3.9,6.4,1.8,0.6,1.6,1.2,2.1,1.50,72.9,2.1,36.9,6-11,C,Fr,SEC,25-26,26,BIG,USA,Kentucky,NCAA,10/24/2006,Power 5
Baba Miller,CINCY,0.576,0.546,137.9,9.1,30.1,19.6,23.4,16.2,1.3,4.1,21.3,0.9,1.4,116.3,92.8,23.5,467.1,21.6,31,31.8,13,4.8,9,0.529,0.3,1.7,0.192,3.2,4.8,0.658,2.4,7.9,10.3,3.7,0.7,1.2,2.2,2.3,1.68,53.3,18.9,48.2,6-11,C,Sr,B12,25-26,26,BIG,ESP,Cincinnati,NCAA,2/7/2004,Power 5
Aleksa Vlajic,BUFF,0.5,0.5,50,0,60.6,33.1,0,0,0,0,28.7,0,1,98.7,84.7,14,2,21.5,2,2,1,0.5,1,0.5,0,0.5,0,0,0,0,0,1,1,0,0,0,0,0,,0.0,50.0,27.5,6-10,FC,Fr,MAC,25-26,26,FORWARD,SRB,Buffalo,NCAA,4/4/2006,Mid-Major
Ray Adams,SEA,0.413,0.382,120.3,15.5,11.2,13.2,21.6,9.4,7.5,4.2,19.3,6.2,0.9,115.7,72.8,43,23.6,21.5,4,12.8,4,1.5,4.3,0.353,0.3,1,0.25,0.8,1.3,0.6,1.5,1.3,2.8,2,1.8,0.5,0.5,1.3,4.00,30.2,23.3,38.2,6-8,F,Fr,WCC,25-26,26,FORWARD,USA,Seattle,NCAA,-,High-Major
Troy Hupstead,TEXSO,0.576,0.541,149.6,11.5,26.7,19.2,7.6,12.2,1.1,2.7,24.4,-3.4,1.4,116.2,105.5,10.7,294.5,21.5,25,29.4,14.6,5.2,10.2,0.506,0.7,2.4,0.305,3.6,5.2,0.685,2.6,6.4,9,1.1,0.6,0.6,1.8,2.4,0.61,51.0,23.5,55.3,6-7,F,Sr,SWC,25-26,26,FORWARD,USA,Texas Southern,NCAA,-,Low-Major
Rowan Brumbaugh,TULAN,0.596,0.528,161.6,3.2,13.5,8.4,23.7,12.7,2.5,0.6,27,0.1,1.5,116.8,109.8,6.9,418.5,21.5,33,36,19.2,5.7,12.6,0.452,1.9,5.3,0.36,5.8,7.3,0.804,0.9,3.9,4.9,3.5,1.6,0.2,2.3,2.3,1.52,57.9,42.1,76.5,6-4,G,Jr,AAC,25-26,26,GUARD,USA,Tulane,NCAA,3/7/2004,High-Major
Mostapha El Moutaouakkil,JKSNV,0.539,0.494,145.6,5.8,23.8,15,11.1,13.7,1.6,1.6,36.3,-6.9,1.4,104.8,99.3,5.4,315.4,21.5,32,30,19.5,6.3,14,0.453,1.2,3.3,0.346,5.7,8.7,0.657,1.4,5.8,7.2,1.3,0.8,0.4,2.9,2.6,0.45,62.1,23.6,60.3,6-6,F,Sr,C-USA,25-26,26,FORWARD,MOR,Jacksonville State,NCAA,-,Mid-Major
Tijan Saine,WEBER,0.605,0.522,169.8,1.1,7.6,4.3,24,11.1,1.9,0,24.5,3.1,1.5,127.3,110.6,16.7,353.9,21.5,32,32.6,17.5,5.3,11.6,0.454,1.6,4.5,0.347,5.4,6,0.896,0.3,2,2.3,4.3,1.1,0,1.8,1.6,2.39,51.7,38.8,72.3,5-10,G,Jr,BSKY,25-26,26,GUARD,USA,Weber State,NCAA,-,Low-Major
Lamont Jackson,JAC,0.57,0.417,158.3,8,7.3,7.6,9.5,11.2,3.6,0,27.7,-2.2,1.5,127.8,85.1,42.7,4.8,21.5,5,3.2,1.8,0.4,1.2,0.333,0.2,0.8,0.25,0.8,0.8,1,0.2,0.2,0.4,0.2,0.2,0,0.2,0.4,1.00,66.7,66.7,56.9,6-1,G,So,A-SUN,25-26,26,GUARD,USA,Jacksonville,NCAA,-,Low-Major
Kevair Kennedy,MERRI,0.556,0.466,158.5,5,11.7,8.4,29.1,15.3,3.1,0.3,29.9,-0.6,1.5,110.9,104.1,6.8,405.1,21.5,34,36.7,18.4,5.7,12.7,0.451,0.4,1.2,0.325,6.6,8.1,0.809,1.4,3.3,4.6,4.2,1.9,0.1,3,1.9,1.40,63.8,9.4,49.5,6-2,G,Fr,MAAC,25-26,26,GUARD,USA,Merrimack,NCAA,-,Low-Major
M.J. Collins,USU,0.628,0.588,168.1,2.3,7.9,5.2,9.8,6.8,1.7,0.4,25,0.1,1.5,129.4,107.5,21.9,332.5,21.5,34,30.5,17.6,5.9,12,0.491,2.3,6.4,0.366,3.4,4.2,0.824,0.5,1.9,2.4,1.6,0.9,0.1,1,1.4,1.60,35.0,53.3,82.9,6-4,G,Sr,MWC,25-26,26,GUARD,USA,Utah State,NCAA,1/1/2003,High-Major
Tamin Lipsey,IWAST,0.539,0.518,141.7,5.5,10.5,8,28.5,10.6,4.1,0.1,21.9,6.2,1.2,122.6,95.7,26.9,378,21.5,31,31.5,13.3,4.9,10.7,0.461,1.2,3.9,0.311,2.2,3.4,0.644,1.4,2.6,4,5,2.2,0,1.5,1.8,3.33,31.8,36.4,61.2,6-1,G,Sr,B12,25-26,26,GUARD,USA,Iowa State,NCAA,6/25/2003,Power 5
Chase Lowe,W&M,0.622,0.58,141.6,8,20.5,14.7,28.7,18.3,2.9,0.8,18.8,3.4,1.6,124.4,102.1,22.3,354.8,21.5,32,23.4,9.2,3.3,5.7,0.577,0,0.3,0.111,2.6,3.6,0.728,1.5,4.3,5.8,3.8,1.3,0.2,1.7,1.4,2.24,63.2,5.3,40.4,6-5,GF,Sr,CAA,25-26,26,WING,USA,William & Mary,NCAA,-,Mid-Major
Jalen Haralson,ND,0.565,0.523,138.9,7,11.9,9.5,23.2,16.1,1.2,1.3,33.4,-4,1.5,109.8,111.9,-2.1,216.6,21.5,27,26.7,16.2,5.7,11.1,0.515,0.2,0.9,0.2,4.5,6.7,0.674,1.5,2.5,4,2.6,0.5,0.3,2.7,2.4,0.96,60.4,8.1,43.3,6-7,F,Fr,ACC,25-26,26,FORWARD,USA,Notre Dame,NCAA,4/30/2007,Power 5
Jaden Henley,GCU,0.562,0.506,149,2.6,19.4,11.3,20,14.9,2.9,0.9,29.8,-2.7,1.4,110.3,97.1,13.2,353.9,21.5,32,31.4,17.7,5.9,12.7,0.466,1,3.8,0.268,4.8,6.4,0.756,0.6,5,5.7,2.9,1.6,0.3,2.8,2.2,1.04,50.4,29.9,62.5,6-7,F,Sr,WCC,25-26,26,FORWARD,USA,Grand Canyon,NCAA,-,High-Major
Thomas Dowd,TROY,0.576,0.538,159,11.2,23.8,17.7,11.4,9.8,2,4.1,19.7,0.1,1.3,126,98.7,27.3,513.6,21.5,33,36.1,14.8,5,11.2,0.45,2,5.7,0.344,2.7,3.4,0.796,3.1,7,10.1,2.2,1.2,1.3,1.4,2.5,1.57,30.4,50.9,75.9,6-8,F,Jr,Sun Belt,25-26,26,FORWARD,USA,Troy,NCAA,-,Mid-Major
"Leroy Blyden, Jr.",U of T,0.595,0.555,172.4,2.8,12.1,7.5,22.4,11.7,3.1,0.9,23.5,3.2,1.3,122.5,108.4,14.1,422.4,21.5,34,33.4,16.4,5.6,12.2,0.463,2.3,5.5,0.41,2.9,3.4,0.852,0.7,3.3,4,4.4,1.8,0.3,1.8,2.8,2.44,27.9,45.1,76.6,6-1,PG,Fr,MAC,25-26,26,GUARD,USA,Toledo,NCAA,-,Mid-Major
Rob Martin,HP,0.556,0.478,155.7,1.8,6.9,4.4,23.6,10.1,3.2,0.1,27.5,3.2,1.4,121.2,101.1,20.2,300.4,21.5,33,26.8,15.3,4.7,11.1,0.422,1.2,4.2,0.297,4.7,5.6,0.838,0.4,1.5,1.9,3.7,1.6,0,1.5,2.1,2.47,50.5,37.8,67.0,5-10,PG,Sr,BSC,25-26,26,GUARD,USA,High Point,NCAA,-,Low-Major
John Blackwell,UWISC,0.592,0.531,167.2,4.6,13.8,9.2,13.5,8.9,2,0.3,26.6,-0.1,1.4,123,109.9,13.1,383,21.5,33,33.7,19,5.8,13.5,0.427,2.8,7.3,0.384,4.7,5.5,0.861,1.2,3.7,4.9,2.3,1.2,0.1,1.6,2.5,1.44,40.7,54.1,87.6,6-4,GF,Jr,B10,25-26,26,WING,USA,Wisconsin,NCAA,12/25/2004,Power 5
Garry Clark,USU,0.678,0.71,139.4,16.7,17.3,17,7.1,11.9,1.3,3,17.5,-1.5,1.7,135.1,103.2,31.8,215.4,21.4,34,16.5,6.8,2.8,4,0.706,0,0.2,0.167,1.1,2.1,0.521,2.1,2.2,4.3,0.6,0.4,0.4,0.7,2.3,0.86,52.5,5.0,40.1,6-8,F,Sr,MWC,25-26,26,FORWARD,USA,Utah State,NCAA,-,High-Major
Corey Stephenson,FIU,0.579,0.543,159.7,8.9,15.4,12.1,10.2,12.8,2.3,1.8,27,-3.7,1.4,116.7,104.8,11.9,362.9,21.4,31,31.1,18,6,13.2,0.457,2.3,5.7,0.398,3.7,5,0.742,2.4,4,6.4,1.6,1.4,0.5,2.3,2.2,0.70,37.9,43.2,76.4,6-6,GF,Sr,C-USA,25-26,26,WING,USA,Florida International,NCAA,-,Mid-Major
Immanuel Lewis,LBSU,0.678,0.75,200,16.3,0,9.1,0,0,0,0,18.4,0,2,153.2,80.6,72.6,2.8,21.4,1,7,4,1,2,0.5,1,1,1,1,2,0.5,1,0,1,0,0,0,0,0,,100.0,50.0,76.2,6-3,G,Sr,BWC,25-26,26,GUARD,USA,Long Beach State,NCAA,-,Mid-Major
Mouhamed Dioubate,UK,0.575,0.545,136.1,13,18.1,15.6,8.3,9.5,2.6,5,19.2,-0.7,1.5,125.1,104,21.2,243.8,21.4,29,21.3,8.7,3.1,5.8,0.53,0.2,0.9,0.192,2.4,3.7,0.639,2.3,3.2,5.5,1,1,0.9,0.8,2.7,1.25,63.8,15.5,44.5,6-7,F,Jr,SEC,25-26,26,FORWARD,USA,Kentucky,NCAA,12/13/2003,Power 5
Harrison Carrington,UCI,0.616,0.591,161.7,9.3,15.5,12.7,9.7,8.8,1.8,0.9,21.2,-0.4,1.6,126.9,95.6,31.3,214.6,21.4,34,16.9,8.3,3.1,5.3,0.58,0.1,0.3,0.364,2,3,0.673,1.3,2.5,3.8,0.9,0.6,0.1,0.6,1.9,1.50,56.6,5.7,45.4,6-7,F,Jr,BWC,25-26,26,FORWARD,USA,UC Irvine,NCAA,1/30/2003,Mid-Major
J.T. Rock,UNM,0.633,0.625,158.8,9.2,20.6,14.9,5.4,10.7,0.8,9.6,19.8,-2.3,1.5,125.3,98.7,26.6,167.9,21.4,33,12.8,5.8,2.1,3.8,0.556,0.5,1.3,0.395,1.1,1.7,0.636,1,2.2,3.2,0.4,0.2,0.9,0.5,1.5,0.80,44.7,34.2,54.5,7-1,C,So,MWC,25-26,26,BIG,USA,New Mexico,NCAA,3/1/2006,High-Major
J.J. Harper,LBRTY,0.682,0.659,172.8,5.2,9,7.2,10,6.3,2.8,4.1,17.9,1.8,1.7,138.2,105.8,32.4,284.4,21.4,32,26.8,10.8,3.8,6.5,0.591,0.9,2.3,0.384,2.2,2.9,0.753,0.9,1.8,2.8,1.5,1.3,1,0.5,2.8,3.00,44.6,35.4,62.3,6-5,G,Sr,C-USA,25-26,26,GUARD,USA,Liberty,NCAA,-,Mid-Major
Nasir Whitlock,LEHI,0.6,0.553,171.3,1.3,11.4,6.6,22,13.3,1.7,0,31.1,-1.4,1.4,113.4,109.5,3.8,377.9,21.4,34,34.9,21,6.9,14.6,0.476,2.3,5.1,0.445,4.8,6.1,0.792,0.3,3.2,3.5,3.3,1,0,2.7,2,1.22,41.8,34.9,75.0,6-2,G,Jr,Patriot,25-26,26,GUARD,USA,Lehigh,NCAA,-,Low-Major
Talan Taylor,UWYOM,0.75,0.75,100,0,27,15.2,15.8,0,0,0,11.7,8.2,1.5,187.2,95.7,91.5,4,21.3,3,2.7,1,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0,0.7,0.7,0.3,0,0,0,0,,0.0,100.0,57.3,6-4,F,Fr,MWC,25-26,26,FORWARD,USA,Wyoming,NCAA,-,High-Major
Mason Miles,EKU,0.417,0.417,53.3,0,0,0,58,0,0,0,39.6,19.4,0.8,124.6,103.7,20.9,2.5,21.3,3,2,1.7,0.7,2,0.333,0.3,1.7,0.2,0,0,0,0,0,0,0.7,0,0,0,0,,0.0,85.0,40.8,6-2,G,Fr,A-SUN,25-26,26,GUARD,USA,Eastern Kentucky,NCAA,-,Low-Major
Davion Hill,BLLST,0.55,0.514,155.3,4.2,18,10.7,21.5,11.2,2.6,1.4,28.5,-0.3,1.3,109.4,103.6,5.8,286.6,21.3,31,26.8,14,5.1,11.1,0.461,1.2,3.5,0.339,2.5,3.4,0.752,0.9,3.5,4.4,2.3,1.2,0.3,1.6,1.7,1.44,30.6,31.5,60.5,6-2,G,So,MAC,25-26,26,GUARD,USA,Ball State,NCAA,1/6/2005,Mid-Major
Damarion Dennis,UWYOM,0.618,0.578,171.3,5.8,11.8,8.7,10.9,5.5,2,1.1,20.2,1.5,1.4,135.5,109.5,26,246.4,21.3,31,23.5,11,4,7.8,0.51,1.1,3.2,0.333,1.9,2.2,0.87,1.1,2.1,3.1,1.3,0.8,0.2,0.5,1.5,2.60,28.2,41.0,63.6,6-1,G,So,MWC,25-26,26,GUARD,USA,Wyoming,NCAA,-,High-Major
"Terrance Dixon, Jr.",SUBR,0.683,0.693,131.6,10.2,15.6,12.8,4.4,11.5,1.5,6.8,17.4,-2.5,1.8,132.2,106,26.2,261.8,21.3,17,17.3,9.6,3.5,7.6,0.465,0.8,2.8,0.292,1.8,2.8,0.638,0.8,3.4,4.2,0.9,0.2,0.7,0.5,2,1.80,36.8,36.8,60.8,6-8,F,Sr,SWC,25-26,26,FORWARD,USA,Southern,NCAA,-,Low-Major
Andrew Crawford,COLO,0.782,0.813,187.5,4.4,17.1,10.8,0,18.3,5.7,0,18.7,-6.7,1.8,117.1,105.7,11.4,10.8,21.3,8,3.8,1.8,0.6,1,0.625,0.4,0.5,0.75,0.1,0.3,0.5,0.1,0.5,0.6,0,0.4,0,0.3,0.4,0.00,30.0,50.0,64.1,6-6,F,Fr,B12,25-26,26,FORWARD,USA,Colorado,NCAA,-,Power 5
Kyle Jorgensen,COLST,0.663,0.634,176.7,5.8,16.3,11.4,18.5,13.9,1.6,2.4,22.6,0.2,1.5,127,110.3,16.7,248.8,21.3,27,25.7,11.9,4.1,7.7,0.536,1.5,3.6,0.423,2,2.5,0.809,1,3.2,4.1,2.2,0.7,0.5,1.4,2.3,1.57,32.5,46.8,70.1,6-9,F,So,MWC,25-26,26,FORWARD,USA,Colorado State,NCAA,-,High-Major
Aitor Anabitarte,JKSNV,0.719,0.647,150.4,13.3,19.3,16.5,11.9,11.3,2.4,2.1,11.1,1.9,2,155.1,95.9,59.2,51.3,21.3,17,7.3,2,0.6,1,0.647,0,0,0,0.7,0.8,0.857,0.8,1.2,2,0.5,0.3,0.1,0.2,0.6,2.50,80.0,0.0,41.7,6-8,C,Sr,C-USA,25-26,26,BIG,ESP,Jacksonville State,NCAA,3/12/2002,Mid-Major
Josh Hubbard,MISST,0.544,0.506,151.8,1,7.3,4.2,22.5,10.5,2,0.3,32.9,0.1,1.3,111.6,115.8,-4.2,339.5,21.3,32,33.4,22.1,7.4,17.6,0.422,3,8.6,0.347,4.3,5.8,0.75,0.3,2.2,2.5,3.6,1.2,0.1,2.4,1.2,1.50,33.0,48.9,88.8,6-0,G,Jr,SEC,25-26,26,GUARD,USA,Mississippi State,NCAA,12/27/2004,Power 5
Elijah Crawford,UIC,0.53,0.492,149.1,2.3,11.7,7.2,39.3,16.3,3.3,1.2,31.9,1.9,1.2,107.5,99,8.5,199.6,21.3,22,25.7,14.1,5.3,11.7,0.453,0.9,3.4,0.27,2.5,3.3,0.767,0.5,2.5,2.9,4.6,1.4,0.2,2.6,1.8,1.77,28.2,29.1,57.1,6-2,SF,So,MVC,25-26,26,WING,USA,Illinois Chicago,NCAA,-,High-Major
Chance Mallory,UVA,0.575,0.507,155.5,5,13.3,9.4,25.5,11.9,3.9,0.7,19.6,5.3,1.5,131.1,98.3,32.9,317.5,21.3,34,24.3,9.5,2.7,6.5,0.421,1.1,3.2,0.349,2.9,3.7,0.786,0.9,2.8,3.7,3.6,1.6,0.1,1.1,2.2,3.27,56.9,49.2,65.8,5-9,PG,Fr,ACC,25-26,26,GUARD,USA,Virginia,NCAA,-,Power 5
Jelani Hamilton,GAST,0.539,0.446,159.6,2.8,15.4,8.9,18.2,10.3,3.5,1.2,30.3,-1.2,1.3,110.5,104.9,5.6,276.9,21.3,27,31.1,17.8,5,13.3,0.372,2,5.8,0.34,5.9,6.7,0.884,0.7,3.8,4.6,2.3,1.9,0.3,1.9,2.6,1.21,50.4,43.6,76.8,6-5,F,So,Sun Belt,25-26,26,FORWARD,USA,Georgia State,NCAA,-,Mid-Major
Isaac Gard,UWISC,0.692,0.643,192.9,0,24.1,12.3,11.6,20.1,0,0,32.4,-8.6,1.6,114,99.8,14.2,5.8,21.2,13,1.2,0.8,0.2,0.5,0.429,0.2,0.5,0.5,0.2,0.2,1,0,0.2,0.2,0.1,0,0,0.2,0.1,0.50,40.0,100.0,68.2,6-3,G,Sr,B10,25-26,26,GUARD,USA,Wisconsin,NCAA,-,Power 5
Chris Okeke,ALBNY,0.681,0.693,225.5,12.7,19.7,16.2,5.7,21.5,1.9,8,17.4,-5.4,1.5,116.9,104.8,12.1,380,21.2,32,29.8,10.8,4.8,7,0.691,0,0,1,1.1,1.9,0.565,2.8,4.5,7.3,0.9,1,2.1,2.2,1.8,0.41,27.1,0.0,57.2,6-10,C,Sr,AEC,25-26,26,BIG,USA,Albany,NCAA,-,Low-Major
